query_id,category,original_query,used_segment_ids,article
80,mixed,광주와 서울의 학생 안전 관련 쟁점을 정당별 프레임 차이로 분석해 달라.,"[144086, 126069]","광주·서울 학생 안전 쟁점, 정당별 프레임 차이 뚜렷

광주와 서울 지역에서 학생 안전과 관련한 쟁점이 정당별로 다르게 조명되고 있는 것으로 나타났다. 서울시교육청의 인조잔디 운동장 유해성 검사 문제를 중심으로 한 서울의 논의와 광주에서 스마트기기 보급 및 활용 계획에 대한 질의가 각각 다른 정당의 시각에서 제기되면서, 학생 안전에 대한 접근법 차이가 드러났다.

서울시의회에서는 인조잔디 운동장의 내구연한 초과 및 유해성 검사 관리 체계의 미비점이 주요 쟁점으로 부각됐다. 전병주 위원은 학교들이 자체적으로 예산을 편성해 유해성 검사를 실시하고 있으나, 검사 방법과 유해성 정도에 대한 면밀한 검토가 부족하다고 지적했다. 특히 서울시교육청이 개별 학교에 검사 책임을 맡기기보다는 교육청 차원에서 보다 적극적이고 체계적인 검사 및 결과 분석 대책을 마련할 필요가 있다고 강조했다.

반면 광주 지역에서는 더불어민주당 이귀순 위원이 스마트기기 보급과 관련해 단순한 보급에 그치지 않고, 2024년도 활용 계획안을 학교별로 제출받아 예산 집행의 타당성을 판단해야 한다고 요구했다. 또한 학생 안전과 직결된 예산 집행 내용에 대해 구체적이고 시급한 대책이 부족하다는 점을 지적하며, 관련 자료와 현장 사진 제출을 요청하는 등 투명한 관리와 점검을 강조했다.

이처럼 서울은 학교 시설 안전 관리의 체계화와 교육청 주도의 감독 강화에 무게를 두는 반면, 광주는 교육 환경 내 스마트기기 활용과 예산의 효율적 집행을 통한 학생 안전 확보에 초점을 맞추고 있다. 두 지역 모두 학생 안전 문제 해결을 위해 보다 구체적이고 실질적인 대책 마련이 필요한 상황이다."
81,mixed,광주·서울에서 재정 건전성을 강조하는 발언이 정당별로 어떻게 다른지 정리해 달라.,"[124671, 124161, 143650]","광주·서울 지방의회, 재정 건전성 강조에 정당별 시각 차이 드러나

광주광역시와 서울시 지방의회에서 재정 건전성에 관한 질의가 진행되면서 국민의힘과 더불어민주당 간에 접근 방식과 강조점에서 차이가 드러났다. 광주시 국민의힘 김용임 의원은 예산 반납 미반영과 위원회 운영의 비효율성을 지적하며 재정 건전성 강화를 위한 행정의 세밀한 예산 관리와 낭비 요소 제거를 촉구했다.

김용임 의원은 2023년과 2024년 광주시 예산 부족 문제와 관련해 결산서에 반영되어야 할 반납금액들이 누락된 점을 문제 삼았다. 또한, 민간위탁금 반납 지연과 위원회 참석수당 지급 관행에 대해 재검토를 요구하며, 공공기관장들의 수당 지급 문제도 재정 건전성 차원에서 개선할 필요가 있다고 강조했다. 이에 대해 광주시 기획조정실장은 일부 반납금액 누락 가능성을 인정하며 면밀한 검토와 개선 의지를 표명했다.

반면 서울시 더불어민주당 심철의 의원은 서울주택도시공사와 교통공사 운영의 재정 건전성 문제를 집중적으로 다뤘다. 심 의원은 지하철 및 버스 공사의 높은 인건비 부담과 수입 대비 예산 집행의 비효율성을 지적하며, 요금 인상과 자체 수익 모델 개발을 통한 재원 확보 필요성을 강조했다. 또한, 인건비 예산 불용 문제에 대해 구체적인 계획 수립과 예산 반납 절차를 강화할 것을 주문했다. 서울주택도시공사 관련 질의에서는 장기전세주택의 법적·도덕적 문제와 임대료 현실화 필요성도 제기되었다.

두 지역 모두 재정 건전성 확보를 위한 노력은 공통적으로 강조되었으나, 국민의힘은 예산 집행과 반납 관리의 엄격함 및 낭비 요소 제거에 초점을 맞춘 반면, 더불어민주당은 공공기관의 재정 운영 효율성 및 수익성 개선, 요금 정책 재검토 등 구조적 재원 확보 방안에 무게를 두는 모습이었다. 향후 양 당은 각자의 시각을 바탕으로 지방재정의 안정성과 지속가능성 확보를 위한 정책적 협력과 조율이 요구된다."
82,mixed,광주와 서울의 대중교통 요금 논쟁에서 정당별 접근 방식을 비교해 달라.,"[123196, 125004, 126804, 123197, 134139, 123352, 137387, 141612, 131916, 119179]","광주와 서울 대중교통 요금 논쟁, 정당별 접근 방식 차이 뚜렷

광주와 서울에서 대중교통 요금 인상을 둘러싼 논쟁이 이어지는 가운데, 두 도시 의회에서는 정당별로 상이한 접근 방식과 정책 방향이 드러나 주목된다. 광주에서는 버스 및 택시 요금 인상에 대한 신중한 검토와 함께 서비스 개선을 전제로 한 단계적 인상 전략이 강조되고 있다. 반면 서울은 인구 고령화에 따른 무임승차 문제와 재정 부담을 중심으로 요금 정책과 무임수송제 개편에 대한 공론화가 활발히 진행 중이다.

광주 의회에서는 버스요금 인상 필요성은 인정하면서도, 현재 진행 중인 도로 공사와 시민들의 경제적 어려움을 고려해 요금 인상 시기를 조율해야 한다는 의견이 다수다. 박필순 위원장은 저상버스 도입 지연, 기사 서비스 질 저하, 노선 개편 미진 등 서비스 개선 없이 요금 인상만 추진하는 것은 시민 수용성을 떨어뜨린다며, 명분 있는 요금 인상 추진을 주문했다. 또한, 이귀순 위원은 대중교통 수요 데이터 확보의 중요성을 강조하며, 하차 태그 의무화 도입 등 시스템 개발에 대한 적극적인 검토를 요구했다.

서울 의회에서는 노인 인구 증가에 따른 무임승차 재정 부담 문제에 대한 심도 있는 논의가 이어졌다. 윤영희 위원은 2040년 서울 노인 인구가 40%에 달할 것으로 예상되며, 현재의 무임수송제 유지가 지속 불가능하다고 지적했다. 이에 대해 교통실장 윤종장은 노인 연령 상향, 자구 노력, 국가 차원의 법적 근거 마련 등 삼각 축의 협력이 필요하다고 답변했다. 또한, 서울시는 지하철 요금 인상 문제에서도 수도권 통합 요금 체계와 협의 과정의 어려움을 언급하며 점진적 인상을 계획 중임을 밝혔다.

두 도시 모두 대중교통 요금 인상과 서비스 개선, 재정 건전성 확보를 위한 다양한 방안을 모색하고 있으나, 광주는 시민 부담 완화와 서비스 개선을 전제로 한 점진적 인상에 무게를 두고, 서울은 고령화와 무임승차 문제 해결을 위한 제도 개편과 재정 부담 분산에 집중하는 모습이다. 향후 두 도시 모두 시민 수용성 제고와 지속 가능한 대중교통 체계 구축을 위해 정책 조율과 공론화 과정이 더욱 중요해질 전망이다."
83,mixed,광주 국민의힘·서울 더불어민주당 의원들의 환경 정책 비판 논리 차이를 정리해 달라.,"[141472, 119132, 128768, 128657, 124117, 138817, 141620, 124851, 136071, 129971]","광주 국민의힘·서울 더불어민주당 의원, 환경 정책 비판 논리 차이 뚜렷

최근 지방의회에서 진행된 환경 정책 관련 질의응답에서 광주 국민의힘과 서울 더불어민주당 소속 의원들이 각각 다른 비판 논리를 제시하며 눈길을 끌었다. 광주 국민의힘 김용임 의원은 군공항 이전과 관련된 갈등관리 자문단 운영 및 친환경 차량 통행 현황 등 실질적이고 구체적인 환경 정책 집행 과정에 대한 문제 제기를 중심으로 질의했다. 반면 서울 더불어민주당 강동길 의원은 서울시 내 자연경관지구와 주거지역 규제 문제를 중심으로, 낡은 아파트의 주거환경 개선을 가로막는 규제의 부당성을 비판하며 규제 완화와 도시계획의 유연성을 강조했다.

광주 국민의힘 김용임 의원은 군공항 이전 후보지 선정 과정에서 예상되는 주민 갈등 해소를 위한 자문단 운영 예산 삭감에 우려를 표명하며, 갈등관리 자문단의 적극적 활용 필요성을 강조했다. 또한 친환경 차량의 제2순환도로 통행 현황 자료 제출을 요구하는 등 친환경 정책의 실효성 점검에 집중했다. 김 의원은 제설제 사용과 관련한 친환경 소재 도입의 경제성 평가 필요성도 언급하며, 현장 중심의 정책 개선을 촉구했다.

반면 서울 더불어민주당 강동길 의원은 서울 성북구 고려아파트 사례를 들어 자연경관지구와 제1종 일반주거지역 규제가 낡은 주거환경 개선을 가로막고 있다고 지적했다. 강 의원은 40년 이상 된 아파트의 열악한 주거환경과 주민 안전 문제를 상세히 설명하며, 서울시가 추진하는 도시계획 규제 완화 정책의 일환으로 해당 지역에 대한 규제 해제와 용도지역 상향 조정을 촉구했다. 오세훈 서울시장은 이에 대해 규제 완화 검토와 신속통합 재개발 후보지와의 통합 방안 모색 의사를 밝혔다.

두 정당 의원들의 비판 논리는 각각 지역 환경 정책의 실질적 집행과 주민 갈등 관리, 그리고 도시계획 규제의 경직성 해소와 주거환경 개선에 초점을 맞추고 있다. 국민의힘은 정책 집행 과정의 투명성과 실효성, 그리고 주민 의견 수렴에 무게를 두는 반면, 더불어민주당은 규제 완화와 도시계획의 유연성 확보를 통한 근본적 환경 개선을 강조하는 모습이다. 향후 각 지방자치단체의 환경 정책 추진에 있어 이 같은 논의가 균형 있게 반영될 필요가 있다는 점이 부각되고 있다."
84,mixed,광주·서울 양측의 장애인 이동권 문제를 정당별로 비교해 달라.,"[127573, 128591, 122708, 124789, 130093, 141818]","[광주·서울 장애인 이동권 현황과 과제: 정당별 질의 비교]

최근 광주광역시와 서울특별시 지방의회에서 장애인 이동권 문제에 관한 질의가 활발히 이루어졌다. 두 도시 모두 장애인 이동권 보장을 위한 정책 추진과 현장 운영에서 여러 도전과제를 안고 있으나, 각 지역의 상황과 접근 방식에는 차이가 나타났다.

광주에서는 이동지원센터의 인사 및 운영 문제, 특히 운전원의 승진 체계 부재와 노사 갈등이 지적됐다. 이명노 의원은 이동지원센터에 직제 편제와 인사 기준이 없고, 운전원이 사원 신분으로만 근무하는 현실을 문제 삼으며 개선을 요구했다. 이에 대해 군공항교통국장은 센터 운영의 어려움을 인정하면서도 운전원 교육과 콜 대기시간 단축 노력, 실시간 모니터링 도입 등 개선 조치를 진행 중임을 밝혔다. 또한, 휠체어리프트버스 도입과 관련해 시장과 국장 간에 권한과 역할에 대한 논의가 이어졌으며, 광주시는 국토부와 전남도 소관인 점을 감안해 협력 방안을 모색 중이다.

반면 서울시에서는 장애인 콜택시(장콜) 운영의 효율성 문제와 다양한 대체 이동수단 도입 필요성이 부각됐다. 김종길 위원은 장콜 대기시간 단축을 위해 바우처택시, 임차택시 등 다양한 방안을 검토할 것을 촉구했으며, 도시교통실장은 상생택시 도입과 운전자 채용 확대 등 다각적 노력을 진행 중이라고 답변했다. 또한 서울시에서는 장애인 이동권뿐 아니라 도시교통 전반의 성과지표 부재와 청렴도 문제, 공유형 개인형 이동수단(PM) 불법 견인 문제 등도 함께 다뤄졌다.

정당별로는 광주에서 이명노 의원(더불어민주당)이 장애인 이동지원센터의 운영 실태와 제도적 미비를 집중 질의하며 적극적인 개선을 요구했고, 서용규 의원(정의당)은 장애인 문화 참여 확대와 장애인단체 지원 문제를 제기했다. 서울에서는 김종길 위원(더불어민주당)이 도시교통실의 정책 추진과 관리체계 전반을 점검하며 실효성 있는 대책 마련을 강조했고, 이경숙 위원(국민의힘)이 성과지표 부실과 불법 견인 문제에 대한 엄정한 대응을 촉구했다.

양 도시 모두 장애인 이동권 보장을 위한 제도적 기반 강화와 현장 운영의 효율성 제고가 시급한 과제로 부상하고 있다. 광주는 인사체계 정비와 권한 조율, 서울은 다양한 이동수단 도입과 제도 개선, 불법 행위 단속 강화에 중점을 두고 있다. 향후 양측은 장애인 당사자와의 지속적 소통과 협력을 통해 정책의 실효성을 높이고, 장애인의 사회 참여와 이동권 보장을 위한 구체적 방안을 마련해야 할 것으로 보인다."
85,mixed,광주 더불어민주당과 서울 국민의힘이 제기한 어린이·노약자 안전 정책의 차이를 정리해 달라.,"[126224, 141125]","광주 더불어민주당과 서울 국민의힘, 어린이·노약자 안전 정책에 차이 보여

광주광역시의회와 서울특별시교육청 회의록을 통해 광주 더불어민주당과 서울 국민의힘이 제기한 어린이·노약자 안전 정책의 차이가 드러났다. 광주에서는 어린이 안전에 관한 조례 전부개정조례안이 다수 의원들의 발의로 논의되며, 지역사회 안전 강화에 중점을 둔 정책 추진이 활발히 이루어지고 있다. 반면 서울교육청에서는 교육 현장에서의 체험중심 안전교육 강화와 통학로 안전 확보에 초점을 맞추고 있으며, 관련 예산과 인력 보충, 그리고 학교 안전사고 예방과 대처 능력 향상에 대한 구체적 방안이 제시되었다.

광주 더불어민주당 의원들은 어린이 안전 조례 개정을 통해 지역 내 어린이와 노약자의 안전을 제고하고자 하는 의지를 보였다. 이는 광주역 셔틀열차 운행 중단 논란과 같은 지역사회 기반 교통 안전 문제와도 연결되어, 시민들의 안전과 편의를 위한 제도적 보완이 필요함을 강조했다. 특히 광주시는 셔틀열차 운행 중단에 따른 대책 마련과 시민과의 소통을 촉구받고 있으며, 장기적으로는 도시재생과 교통 인프라 활성화 계획 수립이 요구되고 있다.

반면 서울 국민의힘 소속 교육위원들은 서울특별시교육청 주요업무 보고를 바탕으로 학교 안전교육의 실질적 강화와 안전한 통학로 조성에 집중했다. 교육청은 연간 51차시의 안전교육을 실시하며, 안전담당자 연수와 사고 발생 시 대처 교육을 강화하고 있다. 또한, 학교 주변 보도 확보, 일방통행 지정, 과속 단속 카메라 설치 등 물리적 환경 개선을 통해 교통사고 예방에 노력하고 있다. 이와 함께 교육청은 마약예방교육과 디지털 신기술인 챗GPT 활용에 대한 윤리적 교육도 병행하며 학생 안전과 교육환경의 전반적 질 향상을 도모하고 있다.

광주와 서울의 정책 차이는 지역 특성과 행정 주체의 역할에 따른 접근 방식에서 비롯된다. 광주는 지역사회 교통 인프라와 도시재생 연계 안전 정책에 중점을 두는 반면, 서울은 교육 현장의 안전교육과 통학로 환경 개선에 집중하는 모습이다. 두 지역 모두 어린이와 노약자 안전을 위한 지속적인 예산 지원과 정책 보완이 필요하다는 점에서는 공감대를 형성하고 있다.

향후 과제로는 광주시는 셔틀열차 운행 중단에 따른 대중교통 대안 마련과 광주역 활성화 계획 수립이 요구되며, 서울교육청은 안전교육의 내실화와 학교 주변 교통 환경 개선을 위한 협력 강화가 중요하다. 또한, 양측 모두 어린이와 노약자의 안전을 위한 정책 추진 과정에서 주민과 시민의 의견 수렴과 투명한 정보 제공이 필수적임을 인식하고 있다."
86,mixed,광주 김동욱 의원과 서울 아이수루 의원의 대중교통 서비스 비판 내용을 비교해 달라.,[],
87,mixed,광주와 서울에서의 문화예술 지원 정책 논쟁이 어떤 정당 구도로 전개됐는지 분석해 달라.,"[126873, 124956, 118943, 134932, 128907, 125448, 123912, 119224, 119238, 132588]","[광주·서울 문화예술 지원 정책 논쟁, 지역별 현안과 정당 구도 차이 뚜렷]

광주광역시와 서울특별시 지방의회에서 진행된 문화예술 지원 정책 논쟁은 지역별 현안과 정당 구도에 따라 다르게 전개된 양상을 보였다. 광주에서는 민주당 소속 이귀순 의원을 중심으로 5·18 관련 문화예술 지원과 지역 균형 예산 배분 문제 등이 집중적으로 제기되었으며, 서울에서는 제2세종문화회관 건립 사업과 서울디자인재단 출연 예산 확대를 둘러싼 정책 방향과 재정 운용에 대한 심도 있는 질의가 이어졌다.

광주광역시의회 교육문화위원회 회의록에 따르면, 이귀순 의원은 여성영화제 예산 삭감에 대해 “기존에 잘해온 사업을 지속적으로 지원해야 한다”며 예산 조정의 필요성을 강조했다. 또한 5·18 민주화운동 44주년을 맞아 민주인권평화국장과의 질의응답에서는 오월 관련 문화예술의 전국화·국제화와 시민 참여 확대를 위해 “오월 예술을 총체적으로 관리하는 컨트롤타워 부서가 부재하다”는 문제를 지적했다. 이에 대해 집행부는 문화예술 정책과 중첩되는 부분이 있어 종합적인 대책 마련을 검토하겠다고 답변했다. 더불어 지역 내 특정 구에 편중된 체육 예산 배분에 대한 공정성 문제도 제기되었으며, 문화체육실장은 지역 대표 종목 위주로 지원했다고 해명했다.

반면 서울시의회 도시계획균형위원회에서는 제2세종문화회관 건립 사업과 서울디자인재단 출연 동의안이 주요 의제로 다뤄졌다. 최유희 의원은 제2세종문화회관의 공연 프로그램이 대중음악과 상업적 공연에 치중되어 있어 “창작공연과 신진 예술인 지원에 대한 구체적 계획이 부족하다”고 비판했다. 이에 대해 도시공간기획관은 세종문화회관 산하 예술단 중심의 운영 구조임을 설명하며, 향후 운영계획 수립 과정에서 창작공연 지원 방안을 마련하겠다고 밝혔다. 서울디자인재단 출연 동의안 심사에서는 출연금 26.4% 증액에 따른 사업 확대 계획과 기간제 계약직 증가에 대한 의원들의 질의가 이어졌으며, 재단 대표는 신규 투어 프로그램과 디자인 상품 개발 등 사업 확대를 설명했다.

양 도시의 논쟁을 종합하면, 광주는 지역 균형과 역사문화 정체성 강화에 초점을 맞춘 문화예술 지원 정책이 도드라진 반면, 서울은 대규모 인프라 구축과 글로벌 경쟁력 강화를 위한 문화예술 정책 운용에 대한 재정적·운영적 검토가 중심을 이뤘다. 두 지역 모두 문화예술 지원의 지속 가능성과 공정성, 그리고 신진 예술인 육성에 대한 요구가 공통적으로 제기되었으나, 구체적 현안과 접근 방식에서는 차이를 보였다.

앞으로 광주는 5·18 문화예술의 전국화·세계화와 지역 간 형평성 문제 해결에 집중할 필요가 있으며, 서울은 제2세종문화회관의 운영 방향과 디자인재단의 재정 건전성 확보, 그리고 창작공연 지원 강화 방안을 구체화하는 과제가 남아 있다. 양 도시 모두 문화예술 정책의 내실화를 위해 의회와 집행부 간 지속적인 소통과 협력이 요구된다."
88,mixed,광주·서울의 더불어민주당과 국민의힘이 각각 제기한 복지·돌봄 정책 문제의 차이를 비교해 달라.,"[123745, 130269, 127795, 122509, 130328, 140242, 136020, 141544, 142346, 133425]","광주·서울 복지·돌봄 정책, 더불어민주당과 국민의힘의 문제 제기 차이점

광주광역시와 서울특별시 지방의회에서 각각 더불어민주당과 국민의힘 소속 의원들이 복지 및 돌봄 정책과 관련해 제기한 문제점과 정책 방향에 차이가 나타났다. 광주에서는 통합돌봄체계 구축과 주거복지 강화, 고령사회 대응 등 복지 전반에 걸친 체계적이고 장기적인 계획 수립과 실행에 초점을 맞추고 있다. 반면 서울에서는 돌봄 서비스의 질 향상과 가족돌봄 청년 지원, 방문요양기관 인증제 개선 등 현장 중심의 돌봄 서비스 운영과 제도 보완에 대한 문제 제기가 두드러졌다.

광주에서는 복지건강국과 환경복지위원회 중심으로 광주다움 통합돌봄체계가 전국 최초로 의료 돌봄까지 확대되며 보편적 돌봄 체계로 자리매김하고 있음을 강조했다. 또한 고령사회 진입에 따른 5개년 기본계획 수립과 고령친화도시 인증 준비, 장애인 복지 인프라 확충, 공공보건의료 체계 강화 등 중장기적이고 종합적인 복지 혁신이 추진되고 있다. 예산 측면에서도 노인 일자리 확대, 장애인복지관 건립, 통합돌봄 홍보비 증액 등 촘촘한 지원 체계 구축에 집중하고 있다.

서울에서는 국민의힘 소속 의원들이 가족돌봄 청년들의 간병비 부담 문제와 방문요양기관의 낮은 인증률 문제를 집중적으로 질의했다. 특히 가족돌봄에 대한 제도적 보상이 미흡해 청년들이 경제적 어려움에 직면하는 현실을 지적하며, 간병비 지원 확대와 공공돌봄 서비스 기관과의 연계 강화 필요성을 강조했다. 또한 방문요양기관의 서울형 좋은돌봄 인증제가 까다로운 조건으로 인해 참여율이 저조한 점을 문제 삼으며, 인증 기준 완화와 요양보호사 이동시간 지원 등 서비스 질 향상을 위한 구체적 개선책 마련을 요구했다.

두 지역 모두 복지 대상자의 증가와 예산 한계 속에서 보다 효율적이고 체계적인 복지 서비스 제공을 위한 노력이 공통적으로 필요하다는 점을 인식하고 있다. 광주는 통합돌봄과 주거복지, 고령사회 정책의 중장기 계획과 실행에 무게를 두는 반면, 서울은 현장 중심의 돌봄 서비스 질 개선과 가족돌봄 지원 제도 보완에 집중하는 차이가 드러났다. 향후 두 도시의 복지 정책은 각기 다른 접근법을 보완하며 시민 삶의 질 향상에 기여할 것으로 기대된다."
89,mixed,광주와 서울의회에서 제기된 교육 복지 문제 접근 방식을 정당별로 비교해 달라.,"[124917, 127722, 128266, 122308, 129200, 136207, 139584, 136166, 140146, 144071]","광주와 서울 지방의회, 교육 복지 문제에 대한 정당별 접근법 비교

광주광역시와 서울특별시 지방의회에서는 교육 복지 문제에 대해 각각 다양한 논의가 진행되었으며, 정당별로 접근 방식에도 차이가 드러났다. 광주에서는 더불어민주당 소속 의원들이 교육 현장의 구체적인 문제점과 협력체계 구축에 중점을 두고 질의와 정책 제안을 이어갔다. 반면 서울에서는 다문화 가족과 외국인주민 자녀 교육 지원에 대한 현황 점검과 제도 개선 요구가 중심을 이루며, 정책의 법적 근거와 포용성 강화에 대한 논의가 활발했다.

광주광역시의회에서는 더불어민주당 정다은 의원이 수업연구내실화지원사업의 수업성장인증제에 대한 문제점을 지적하며, 교사들의 자발적 동기 부여와 인증제의 인센티브 체계에 대한 교육청의 입장을 질의했다. 교육청은 자발적 참여를 전제로 한 제도임을 강조했으나, 일부 교직단체의 반발과 제도의 실효성에 대한 우려가 존재함을 인정했다. 또한 자연과학고 주변 교육시설 밀집으로 인한 교통 및 안전 문제에 대해 교육청의 책임감 부족을 지적하며, 교육행정협의회를 통한 협력 강화와 해결책 모색을 촉구했다. 광주시는 지역 주체 간 소통과 협력을 강화하는 교육협력체계 구축 조례 개정을 추진하며, 교육복지 확대와 교육환경 개선에 대한 종합적 접근을 시도하고 있다.

서울특별시의회에서는 더불어민주당 비례대표 아이수루 의원이 다문화 가족과 외국인주민 자녀 교육 문제를 집중적으로 다뤘다. 서울시와 교육청의 다문화 지원 조례가 미등록 이주아동과 학교 밖 청소년을 포용하지 못하는 한계를 지적하며, 교육비 부담과 정보 부족 문제를 부각시켰다. 서울시장은 다문화 가정 자녀 교육 지원의 중요성을 인정하고 정책 제안에 적극 반영하겠다는 입장을 밝혔다. 또한 서울교육청은 다문화교육 진흥과 학생 맞춤형 통합지원 체계 구축, 학부모 참여 확대 등 교육복지와 소통 강화를 위한 다양한 사업을 추진 중이다.

두 지역 의회 모두 교육 복지 문제에 대해 정당별로 현장 중심의 문제 제기와 정책 개선 요구가 공통적으로 나타났으나, 광주는 교육 협력체계 구축과 교사 지원에, 서울은 다문화 가족 지원과 포용성 강화에 보다 집중하는 경향을 보였다. 향후 양 시교육청은 자발적 참여를 유도하는 교육 프로그램의 내실화, 교육환경 안전 문제 해결, 그리고 다문화 학생과 이주민 가정 지원 확대를 위한 법적·제도적 보완에 힘써야 할 것으로 보인다."
90,mixed,광주·서울 양측에서 제기된 재난·안전 대응 정책 비판을 정당별 차이로 분석해 달라.,"[122380, 122930, 125547, 127134, 118172, 131567, 142476, 142507, 137534, 141619]","[광주·서울 지방의회, 재난·안전 대응 정책에 대한 정당별 시각과 과제 점검]

광주광역시와 서울특별시 지방의회에서는 최근 재난·안전 대응 정책에 대한 다양한 질의와 토론이 이어지며, 각 지역과 정당별로 차별화된 관점과 우려가 표출됐다. 특히 광주에서는 더불어민주당 소속 의원들이 재난 안전 협력체계의 운영 실태와 현장 대응의 문제점을 집중 지적했고, 서울에서는 안전총괄실과 재난안전관리실을 중심으로 보다 체계적인 대책 마련과 기술 도입, 예산 운용의 효율성에 관한 논의가 활발히 진행됐다.

광주광역시의회 더불어민주당 이귀순 의원은 「광주광역시 안전관리 민관협력위원회 구성 및 운영 조례」 개정안에 대해 강행 규정이 임의 규정으로 바뀌는 점을 우려하며, 민간협력위원회가 지난 3년간 연 2회 개최 실적이 없었던 점을 지적했다. 이에 배복환 시민안전실장은 서울시 조례를 준용해 운영의 유연성을 확보하려는 취지임을 설명하며, 조례 개정을 통해 보다 현실적인 운영을 도모하겠다는 입장을 밝혔다. 또한 광주에서는 충장로 라온페스타 K팝경연대회에서 대규모 인파 안전관리 미흡과 경찰 협조체계 부재 문제도 도마 위에 올랐다. 박희율 의원은 인파 예상치와 안전요원 배치 인원 간 괴리, 현장 대응의 미흡함을 지적하며, 앞으로는 자치구에만 맡기지 않고 시 차원에서 안전 매뉴얼과 현장 점검을 강화할 필요성을 강조했다.

서울특별시의회에서는 이태원 참사 이후 안전 총괄 조직의 역할과 재난 대응 역량 강화에 대한 질의가 집중됐다. 김용호 부위원장은 겨울철 제설대책, 지진 대비 안내체계, 다중운집 인파 안전관리 등 현장의 구체적 문제와 함께 스마트 안전관리 시스템 도입의 필요성을 제기했다. 이에 서울시 안전총괄실은 기존의 온라인 정보 제공과 시범사업을 확대하는 한편, 각 자치구별로 분산된 안전관리 기법을 통합해 서울시 전체가 활용할 수 있는 체계 구축을 모색하고 있다고 답변했다. 또한 시민안전보험의 보장 범위 확대와 예산 운용의 효율성, 안전취약가구 지원 사업의 체계적 추진도 중요한 과제로 부각됐다.

정당별로는 광주 민주당 의원들이 정책의 실효성과 현장 운영 문제에 대해 적극적으로 문제를 제기하며 제도 개선과 행정지원 강화를 주문하는 반면, 서울에서는 다양한 정당 소속 의원들이 기술적·예산적 측면에서의 개선 방안을 모색하는 데 주력하는 모습이다. 두 도시 모두 재난·안전 대응의 현장성과 체계성 확보, 민관 협력 강화, 그리고 시민 안전을 위한 지속 가능한 정책 추진이 향후 핵심 과제로 꼽히고 있다.

이번 지방의회 회의록을 통해 드러난 재난·안전 대응 정책에 대한 정당별 차이와 지역별 현안은, 각 시가 처한 현실적 여건과 정치적 환경에 따라 우선순위와 접근법이 다소 다르다는 점을 보여준다. 그러나 공통적으로 시민 안전 확보와 재난 대응 역량 강화를 위한 제도적·기술적 보완이 절실하며, 이를 위한 지속적인 의회와 집행부 간 협력이 요구되고 있다."
